url,final_url,http_status,status,note,chain,html
2025/01/06 09:56:00,2025/01/06 09:56:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 09:56:00,2025/01/06 09:56:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 09:56:00,2025/01/06 09:56:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 09:56:00,2025/01/06 09:56:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 09:56:00,2025/01/06 09:56:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 09:56:00,2025/01/06 09:56:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 13:15:00,2025/01/06 13:15:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 13:15:00,2025/01/06 13:15:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 13:15:00,2025/01/06 13:15:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 13:47:00,2025/01/06 13:47:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:06:00,2025/01/06 14:06:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:11:00,2025/01/06 14:11:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:11:00,2025/01/06 14:11:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:11:00,2025/01/06 14:11:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:11:00,2025/01/06 14:11:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:29:00,2025/01/06 14:29:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:48:00,2025/01/06 14:48:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:48:00,2025/01/06 14:48:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:48:00,2025/01/06 14:48:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 14:48:00,2025/01/06 14:48:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 15:19:00,2025/01/06 15:19:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
2025/01/06 16:33:00,2025/01/06 16:33:00,0,error,Request URL is missing an 'http://' or 'https://' protocol.,[],
